Trial,Observable,Embedding,Embedding Type,Entangled,Iteration,Cost,Train Acc,Validation Acc
4,PauliX,rotation_encoding,RX,FALSE,73,0.024758325,1,1
4,PauliX,rotation_encoding,RX,FALSE,74,0.020222737,1,1
4,PauliX,rotation_encoding,RX,FALSE,75,0.021123968,1,1
4,PauliX,rotation_encoding,RX,FALSE,76,0.023487192,1,1
4,PauliX,rotation_encoding,RX,FALSE,77,0.028239164,1,1
4,PauliX,rotation_encoding,RX,FALSE,78,0.03017816,1,1
4,PauliX,rotation_encoding,RX,FALSE,79,0.031977317,1,1
4,PauliX,rotation_encoding,RX,FALSE,80,0.029070232,1,1
4,PauliX,rotation_encoding,RX,FALSE,81,0.025664119,1,1
4,PauliX,rotation_encoding,RX,FALSE,82,0.020723238,1,1
4,PauliX,rotation_encoding,RX,FALSE,83,0.019302734,1,1
4,PauliX,rotation_encoding,RX,FALSE,84,0.018802049,1,1
4,PauliX,rotation_encoding,RX,FALSE,85,0.018964265,1,1
4,PauliX,rotation_encoding,RX,FALSE,86,0.0199524,1,1
4,PauliX,rotation_encoding,RX,FALSE,87,0.021780464,1,1
4,PauliX,rotation_encoding,RX,FALSE,88,0.024094978,1,1
4,PauliX,rotation_encoding,RX,FALSE,89,0.024514033,1,1
4,PauliX,rotation_encoding,RX,FALSE,90,0.023089266,1,1
4,PauliX,rotation_encoding,RX,FALSE,91,0.021295016,1,1
4,PauliX,rotation_encoding,RX,FALSE,92,0.017770887,1,1
4,PauliX,rotation_encoding,RX,FALSE,93,0.021722759,1,1
4,PauliX,rotation_encoding,RX,FALSE,94,0.037612692,1,1
4,PauliX,rotation_encoding,RX,FALSE,95,0.048156118,1,1
4,PauliX,rotation_encoding,RX,FALSE,96,0.051804759,1,1
4,PauliX,rotation_encoding,RX,FALSE,97,0.048191672,1,1
4,PauliX,rotation_encoding,RX,FALSE,98,0.037372723,1,1
4,PauliX,rotation_encoding,RX,FALSE,99,0.026044434,1,1
4,PauliX,rotation_encoding,RX,FALSE,100,0.022230885,1,1
5,PauliY,rotation_encoding,RX,FALSE,1,0.89131018,0.986666667,0.96
5,PauliY,rotation_encoding,RX,FALSE,2,0.750783235,0.933333333,0.96
5,PauliY,rotation_encoding,RX,FALSE,3,0.615260912,0.933333333,0.96
5,PauliY,rotation_encoding,RX,FALSE,4,0.515192954,0.933333333,0.96
5,PauliY,rotation_encoding,RX,FALSE,5,0.43062283,1,0.96
5,PauliY,rotation_encoding,RX,FALSE,6,0.37772731,1,1
5,PauliY,rotation_encoding,RX,FALSE,7,0.337362198,1,1
5,PauliY,rotation_encoding,RX,FALSE,8,0.316760422,1,1
5,PauliY,rotation_encoding,RX,FALSE,9,0.30861631,1,1
5,PauliY,rotation_encoding,RX,FALSE,10,0.335414006,0.973333333,1
5,PauliY,rotation_encoding,RX,FALSE,11,0.349399655,0.933333333,1
5,PauliY,rotation_encoding,RX,FALSE,12,0.337225023,0.946666667,1
5,PauliY,rotation_encoding,RX,FALSE,13,0.274200611,0.986666667,1
5,PauliY,rotation_encoding,RX,FALSE,14,0.230616061,1,1
5,PauliY,rotation_encoding,RX,FALSE,15,0.199156011,1,1
5,PauliY,rotation_encoding,RX,FALSE,16,0.121729306,1,1
5,PauliY,rotation_encoding,RX,FALSE,17,0.087719918,1,1
5,PauliY,rotation_encoding,RX,FALSE,18,0.099523643,1,1
5,PauliY,rotation_encoding,RX,FALSE,19,0.120970484,1,1
5,PauliY,rotation_encoding,RX,FALSE,20,0.074551138,1,1
5,PauliY,rotation_encoding,RX,FALSE,21,0.069440803,1,1
5,PauliY,rotation_encoding,RX,FALSE,22,0.103198693,1,1
5,PauliY,rotation_encoding,RX,FALSE,23,0.132864932,1,1
5,PauliY,rotation_encoding,RX,FALSE,24,0.116383557,1,1
5,PauliY,rotation_encoding,RX,FALSE,25,0.092691415,1,1
5,PauliY,rotation_encoding,RX,FALSE,26,0.078941483,1,1
5,PauliY,rotation_encoding,RX,FALSE,27,0.0793516,1,1
5,PauliY,rotation_encoding,RX,FALSE,28,0.086308828,1,1
5,PauliY,rotation_encoding,RX,FALSE,29,0.083435836,1,1
5,PauliY,rotation_encoding,RX,FALSE,30,0.070655653,1,1
5,PauliY,rotation_encoding,RX,FALSE,31,0.050073643,1,1
5,PauliY,rotation_encoding,RX,FALSE,32,0.041609012,1,1
5,PauliY,rotation_encoding,RX,FALSE,33,0.041999582,1,1
5,PauliY,rotation_encoding,RX,FALSE,34,0.046215703,1,1
5,PauliY,rotation_encoding,RX,FALSE,35,0.052773778,1,1
5,PauliY,rotation_encoding,RX,FALSE,36,0.057890681,1,1
5,PauliY,rotation_encoding,RX,FALSE,37,0.054260423,1,1
5,PauliY,rotation_encoding,RX,FALSE,38,0.051402443,1,1
5,PauliY,rotation_encoding,RX,FALSE,39,0.046219069,1,1
5,PauliY,rotation_encoding,RX,FALSE,40,0.043908852,1,1
5,PauliY,rotation_encoding,RX,FALSE,41,0.045025754,1,1
5,PauliY,rotation_encoding,RX,FALSE,42,0.044977791,1,1
5,PauliY,rotation_encoding,RX,FALSE,43,0.043942186,1,1
5,PauliY,rotation_encoding,RX,FALSE,44,0.043047799,1,1
5,PauliY,rotation_encoding,RX,FALSE,45,0.044253492,1,1
5,PauliY,rotation_encoding,RX,FALSE,46,0.045593311,1,1
5,PauliY,rotation_encoding,RX,FALSE,47,0.044998903,1,1
5,PauliY,rotation_encoding,RX,FALSE,48,0.040558415,1,1
5,PauliY,rotation_encoding,RX,FALSE,49,0.038579563,1,1
5,PauliY,rotation_encoding,RX,FALSE,50,0.038576474,1,1
5,PauliY,rotation_encoding,RX,FALSE,51,0.040408991,1,1
5,PauliY,rotation_encoding,RX,FALSE,52,0.037406477,1,1
5,PauliY,rotation_encoding,RX,FALSE,53,0.036118617,1,1
5,PauliY,rotation_encoding,RX,FALSE,54,0.035226967,1,1
5,PauliY,rotation_encoding,RX,FALSE,55,0.034480054,1,1
5,PauliY,rotation_encoding,RX,FALSE,56,0.034431818,1,1
5,PauliY,rotation_encoding,RX,FALSE,57,0.033817343,1,1
5,PauliY,rotation_encoding,RX,FALSE,58,0.034851573,1,1
5,PauliY,rotation_encoding,RX,FALSE,59,0.033905665,1,1
5,PauliY,rotation_encoding,RX,FALSE,60,0.031793177,1,1
5,PauliY,rotation_encoding,RX,FALSE,61,0.030089182,1,1
5,PauliY,rotation_encoding,RX,FALSE,62,0.02875371,1,1
5,PauliY,rotation_encoding,RX,FALSE,63,0.027835491,1,1
5,PauliY,rotation_encoding,RX,FALSE,64,0.027440237,1,1
5,PauliY,rotation_encoding,RX,FALSE,65,0.02706265,1,1
5,PauliY,rotation_encoding,RX,FALSE,66,0.027099981,1,1
5,PauliY,rotation_encoding,RX,FALSE,67,0.026547782,1,1
5,PauliY,rotation_encoding,RX,FALSE,68,0.025989294,1,1
5,PauliY,rotation_encoding,RX,FALSE,69,0.025603896,1,1
5,PauliY,rotation_encoding,RX,FALSE,70,0.025673038,1,1
5,PauliY,rotation_encoding,RX,FALSE,71,0.02569326,1,1
5,PauliY,rotation_encoding,RX,FALSE,72,0.025955752,1,1
5,PauliY,rotation_encoding,RX,FALSE,73,0.025066881,1,1
5,PauliY,rotation_encoding,RX,FALSE,74,0.024357579,1,1
5,PauliY,rotation_encoding,RX,FALSE,75,0.023119838,1,1
5,PauliY,rotation_encoding,RX,FALSE,76,0.022430029,1,1
5,PauliY,rotation_encoding,RX,FALSE,77,0.021857852,1,1
5,PauliY,rotation_encoding,RX,FALSE,78,0.021629712,1,1
5,PauliY,rotation_encoding,RX,FALSE,79,0.021756268,1,1
5,PauliY,rotation_encoding,RX,FALSE,80,0.021756887,1,1
5,PauliY,rotation_encoding,RX,FALSE,81,0.021402228,1,1
5,PauliY,rotation_encoding,RX,FALSE,82,0.021033008,1,1
5,PauliY,rotation_encoding,RX,FALSE,83,0.021043736,1,1
5,PauliY,rotation_encoding,RX,FALSE,84,0.020544681,1,1
5,PauliY,rotation_encoding,RX,FALSE,85,0.022424542,1,1
5,PauliY,rotation_encoding,RX,FALSE,86,0.029886229,1,1
5,PauliY,rotation_encoding,RX,FALSE,87,0.03778312,1,1
5,PauliY,rotation_encoding,RX,FALSE,88,0.037727695,1,1
5,PauliY,rotation_encoding,RX,FALSE,89,0.034392246,1,1
5,PauliY,rotation_encoding,RX,FALSE,90,0.031443062,1,1
5,PauliY,rotation_encoding,RX,FALSE,91,0.027922321,1,1
5,PauliY,rotation_encoding,RX,FALSE,92,0.024297281,1,1
5,PauliY,rotation_encoding,RX,FALSE,93,0.022746942,1,1
5,PauliY,rotation_encoding,RX,FALSE,94,0.025475634,1,1
5,PauliY,rotation_encoding,RX,FALSE,95,0.025836944,1,1
5,PauliY,rotation_encoding,RX,FALSE,96,0.026332117,1,1
5,PauliY,rotation_encoding,RX,FALSE,97,0.02713323,1,1
5,PauliY,rotation_encoding,RX,FALSE,98,0.02587945,1,1
5,PauliY,rotation_encoding,RX,FALSE,99,0.023610207,1,1
5,PauliY,rotation_encoding,RX,FALSE,100,0.022338055,1,1
6,PauliZ,rotation_encoding,RX,FALSE,1,1.839259248,0.48,0.56
6,PauliZ,rotation_encoding,RX,FALSE,2,1.706106621,0.48,0.56
6,PauliZ,rotation_encoding,RX,FALSE,3,1.558721577,0.466666667,0.56
6,PauliZ,rotation_encoding,RX,FALSE,4,1.403516078,0.44,0.52
6,PauliZ,rotation_encoding,RX,FALSE,5,1.280982185,0.4,0.48
6,PauliZ,rotation_encoding,RX,FALSE,6,1.183277395,0.373333333,0.4
6,PauliZ,rotation_encoding,RX,FALSE,7,1.077633523,0.346666667,0.4
6,PauliZ,rotation_encoding,RX,FALSE,8,0.929146976,0.813333333,0.76
6,PauliZ,rotation_encoding,RX,FALSE,9,0.796093278,0.786666667,0.68
6,PauliZ,rotation_encoding,RX,FALSE,10,0.728308181,0.746666667,0.6
6,PauliZ,rotation_encoding,RX,FALSE,11,0.695089594,0.613333333,0.44
6,PauliZ,rotation_encoding,RX,FALSE,12,0.685988235,0.56,0.44
6,PauliZ,rotation_encoding,RX,FALSE,13,0.692752132,0.56,0.44
6,PauliZ,rotation_encoding,RX,FALSE,14,0.68541348,0.533333333,0.44
6,PauliZ,rotation_encoding,RX,FALSE,15,0.644643195,0.626666667,0.56
6,PauliZ,rotation_encoding,RX,FALSE,16,0.562370845,0.786666667,0.76
6,PauliZ,rotation_encoding,RX,FALSE,17,0.475415501,0.88,0.88
6,PauliZ,rotation_encoding,RX,FALSE,18,0.373254146,0.933333333,0.92
6,PauliZ,rotation_encoding,RX,FALSE,19,0.286799642,0.946666667,1
6,PauliZ,rotation_encoding,RX,FALSE,20,0.227799313,0.973333333,1
6,PauliZ,rotation_encoding,RX,FALSE,21,0.196841699,1,1
6,PauliZ,rotation_encoding,RX,FALSE,22,0.186676439,1,1
6,PauliZ,rotation_encoding,RX,FALSE,23,0.188777087,1,1
6,PauliZ,rotation_encoding,RX,FALSE,24,0.19920774,1,1
6,PauliZ,rotation_encoding,RX,FALSE,25,0.216146195,1,1
6,PauliZ,rotation_encoding,RX,FALSE,26,0.216812638,1,1
6,PauliZ,rotation_encoding,RX,FALSE,27,0.194143693,1,1
6,PauliZ,rotation_encoding,RX,FALSE,28,0.166342583,1,1
6,PauliZ,rotation_encoding,RX,FALSE,29,0.147249617,1,1
6,PauliZ,rotation_encoding,RX,FALSE,30,0.139223635,1,1
6,PauliZ,rotation_encoding,RX,FALSE,31,0.137756656,1,1
6,PauliZ,rotation_encoding,RX,FALSE,32,0.138992257,1,1
6,PauliZ,rotation_encoding,RX,FALSE,33,0.131795781,1,1
6,PauliZ,rotation_encoding,RX,FALSE,34,0.113253444,1,1
6,PauliZ,rotation_encoding,RX,FALSE,35,0.099416998,1,1
6,PauliZ,rotation_encoding,RX,FALSE,36,0.089066044,1,1
6,PauliZ,rotation_encoding,RX,FALSE,37,0.086495462,1,1
6,PauliZ,rotation_encoding,RX,FALSE,38,0.094588445,1,1
6,PauliZ,rotation_encoding,RX,FALSE,39,0.094144927,1,1
6,PauliZ,rotation_encoding,RX,FALSE,40,0.092132265,1,1
6,PauliZ,rotation_encoding,RX,FALSE,41,0.089703996,1,1
6,PauliZ,rotation_encoding,RX,FALSE,42,0.078378415,1,1
6,PauliZ,rotation_encoding,RX,FALSE,43,0.069187845,1,1
6,PauliZ,rotation_encoding,RX,FALSE,44,0.06435856,1,1
6,PauliZ,rotation_encoding,RX,FALSE,45,0.063557132,1,1
6,PauliZ,rotation_encoding,RX,FALSE,46,0.06480152,1,1
6,PauliZ,rotation_encoding,RX,FALSE,47,0.067282973,1,1
6,PauliZ,rotation_encoding,RX,FALSE,48,0.065821133,1,1
6,PauliZ,rotation_encoding,RX,FALSE,49,0.063392805,1,1
6,PauliZ,rotation_encoding,RX,FALSE,50,0.056325178,1,1
6,PauliZ,rotation_encoding,RX,FALSE,51,0.051475964,1,1
6,PauliZ,rotation_encoding,RX,FALSE,52,0.047535048,1,1
6,PauliZ,rotation_encoding,RX,FALSE,53,0.044531691,1,1
6,PauliZ,rotation_encoding,RX,FALSE,54,0.04301743,1,1
6,PauliZ,rotation_encoding,RX,FALSE,55,0.043063272,1,1
6,PauliZ,rotation_encoding,RX,FALSE,56,0.04688402,1,1
6,PauliZ,rotation_encoding,RX,FALSE,57,0.051479568,1,1
6,PauliZ,rotation_encoding,RX,FALSE,58,0.053878976,1,1
6,PauliZ,rotation_encoding,RX,FALSE,59,0.053791275,1,1
6,PauliZ,rotation_encoding,RX,FALSE,60,0.049445628,1,1
6,PauliZ,rotation_encoding,RX,FALSE,61,0.047579742,1,1
6,PauliZ,rotation_encoding,RX,FALSE,62,0.047315681,1,1
6,PauliZ,rotation_encoding,RX,FALSE,63,0.04493066,1,1
6,PauliZ,rotation_encoding,RX,FALSE,64,0.044180757,1,1
6,PauliZ,rotation_encoding,RX,FALSE,65,0.042743043,1,1
6,PauliZ,rotation_encoding,RX,FALSE,66,0.038921531,1,1
6,PauliZ,rotation_encoding,RX,FALSE,67,0.03557249,1,1
6,PauliZ,rotation_encoding,RX,FALSE,68,0.033861824,1,1
6,PauliZ,rotation_encoding,RX,FALSE,69,0.032901723,1,1
6,PauliZ,rotation_encoding,RX,FALSE,70,0.032652608,1,1
6,PauliZ,rotation_encoding,RX,FALSE,71,0.033706998,1,1
6,PauliZ,rotation_encoding,RX,FALSE,72,0.034460035,1,1
6,PauliZ,rotation_encoding,RX,FALSE,73,0.035840625,1,1
6,PauliZ,rotation_encoding,RX,FALSE,74,0.031821404,1,1
6,PauliZ,rotation_encoding,RX,FALSE,75,0.029978673,1,1
6,PauliZ,rotation_encoding,RX,FALSE,76,0.030067568,1,1
6,PauliZ,rotation_encoding,RX,FALSE,77,0.031508013,1,1
6,PauliZ,rotation_encoding,RX,FALSE,78,0.032817633,1,1
6,PauliZ,rotation_encoding,RX,FALSE,79,0.033407675,1,1
6,PauliZ,rotation_encoding,RX,FALSE,80,0.033453991,1,1
6,PauliZ,rotation_encoding,RX,FALSE,81,0.034054795,1,1
6,PauliZ,rotation_encoding,RX,FALSE,82,0.030768258,1,1
6,PauliZ,rotation_encoding,RX,FALSE,83,0.028120604,1,1
6,PauliZ,rotation_encoding,RX,FALSE,84,0.025796285,1,1
6,PauliZ,rotation_encoding,RX,FALSE,85,0.02439007,1,1
6,PauliZ,rotation_encoding,RX,FALSE,86,0.023895675,1,1
6,PauliZ,rotation_encoding,RX,FALSE,87,0.024092317,1,1
6,PauliZ,rotation_encoding,RX,FALSE,88,0.025127389,1,1
6,PauliZ,rotation_encoding,RX,FALSE,89,0.025851561,1,1
6,PauliZ,rotation_encoding,RX,FALSE,90,0.026399975,1,1
6,PauliZ,rotation_encoding,RX,FALSE,91,0.024822134,1,1
6,PauliZ,rotation_encoding,RX,FALSE,92,0.022853355,1,1
6,PauliZ,rotation_encoding,RX,FALSE,93,0.023539303,1,1
6,PauliZ,rotation_encoding,RX,FALSE,94,0.026117537,1,1
6,PauliZ,rotation_encoding,RX,FALSE,95,0.028303043,1,1
6,PauliZ,rotation_encoding,RX,FALSE,96,0.029200005,1,1
6,PauliZ,rotation_encoding,RX,FALSE,97,0.030711984,1,1
6,PauliZ,rotation_encoding,RX,FALSE,98,0.030840876,1,1
6,PauliZ,rotation_encoding,RX,FALSE,99,0.027926034,1,1
6,PauliZ,rotation_encoding,RX,FALSE,100,0.026950266,1,1
7,PauliX,rotation_encoding,RX,TRUE,1,0.79599118,0.946666667,0.96
7,PauliX,rotation_encoding,RX,TRUE,2,0.640839338,0.96,0.88
7,PauliX,rotation_encoding,RX,TRUE,3,0.611684335,1,1
7,PauliX,rotation_encoding,RX,TRUE,4,0.538182067,1,1
7,PauliX,rotation_encoding,RX,TRUE,5,0.462286532,0.986666667,1
7,PauliX,rotation_encoding,RX,TRUE,6,0.399508444,0.946666667,0.96
7,PauliX,rotation_encoding,RX,TRUE,7,0.365590886,0.946666667,0.96
7,PauliX,rotation_encoding,RX,TRUE,8,0.330938379,0.96,1
7,PauliX,rotation_encoding,RX,TRUE,9,0.285951933,0.986666667,1
7,PauliX,rotation_encoding,RX,TRUE,10,0.267697858,1,1
7,PauliX,rotation_encoding,RX,TRUE,11,0.271054213,1,1
7,PauliX,rotation_encoding,RX,TRUE,12,0.270997296,1,1
7,PauliX,rotation_encoding,RX,TRUE,13,0.264486357,1,1
7,PauliX,rotation_encoding,RX,TRUE,14,0.25935712,1,1
7,PauliX,rotation_encoding,RX,TRUE,15,0.269132157,1,1
7,PauliX,rotation_encoding,RX,TRUE,16,0.28301798,0.986666667,1
7,PauliX,rotation_encoding,RX,TRUE,17,0.262160706,1,1
7,PauliX,rotation_encoding,RX,TRUE,18,0.229536311,1,1
7,PauliX,rotation_encoding,RX,TRUE,19,0.20386543,1,1
7,PauliX,rotation_encoding,RX,TRUE,20,0.200332984,1,1
7,PauliX,rotation_encoding,RX,TRUE,21,0.188439613,1,1
7,PauliX,rotation_encoding,RX,TRUE,22,0.183594815,1,1
7,PauliX,rotation_encoding,RX,TRUE,23,0.167503103,1,1
7,PauliX,rotation_encoding,RX,TRUE,24,0.166879216,0.986666667,1
7,PauliX,rotation_encoding,RX,TRUE,25,0.178084111,0.973333333,1
7,PauliX,rotation_encoding,RX,TRUE,26,0.178808335,0.973333333,1
7,PauliX,rotation_encoding,RX,TRUE,27,0.163378039,0.986666667,1
7,PauliX,rotation_encoding,RX,TRUE,28,0.143632077,0.986666667,1
7,PauliX,rotation_encoding,RX,TRUE,29,0.149903521,1,1
7,PauliX,rotation_encoding,RX,TRUE,30,0.151975158,1,1
7,PauliX,rotation_encoding,RX,TRUE,31,0.139286028,1,1
7,PauliX,rotation_encoding,RX,TRUE,32,0.127911075,0.986666667,1
7,PauliX,rotation_encoding,RX,TRUE,33,0.133525288,0.986666667,1
7,PauliX,rotation_encoding,RX,TRUE,34,0.125659293,0.986666667,1
7,PauliX,rotation_encoding,RX,TRUE,35,0.116660069,0.986666667,1
7,PauliX,rotation_encoding,RX,TRUE,36,0.114681038,0.986666667,1
7,PauliX,rotation_encoding,RX,TRUE,37,0.115586563,0.986666667,1
7,PauliX,rotation_encoding,RX,TRUE,38,0.107978077,0.986666667,1
7,PauliX,rotation_encoding,RX,TRUE,39,0.103898678,0.986666667,1
7,PauliX,rotation_encoding,RX,TRUE,40,0.101436979,0.986666667,1
7,PauliX,rotation_encoding,RX,TRUE,41,0.095560942,1,1
7,PauliX,rotation_encoding,RX,TRUE,42,0.090296192,1,1
7,PauliX,rotation_encoding,RX,TRUE,43,0.085340415,1,1
7,PauliX,rotation_encoding,RX,TRUE,44,0.081989587,1,1
7,PauliX,rotation_encoding,RX,TRUE,45,0.082206228,1,1
7,PauliX,rotation_encoding,RX,TRUE,46,0.086442835,1,1
7,PauliX,rotation_encoding,RX,TRUE,47,0.09187688,1,1
7,PauliX,rotation_encoding,RX,TRUE,48,0.08924053,1,1
7,PauliX,rotation_encoding,RX,TRUE,49,0.088637399,1,1
7,PauliX,rotation_encoding,RX,TRUE,50,0.07742978,1,1
7,PauliX,rotation_encoding,RX,TRUE,51,0.069192896,1,1
7,PauliX,rotation_encoding,RX,TRUE,52,0.067040727,1,1
7,PauliX,rotation_encoding,RX,TRUE,53,0.066704838,1,1
7,PauliX,rotation_encoding,RX,TRUE,54,0.065711488,1,1
7,PauliX,rotation_encoding,RX,TRUE,55,0.064936746,1,1
7,PauliX,rotation_encoding,RX,TRUE,56,0.061331266,1,1
7,PauliX,rotation_encoding,RX,TRUE,57,0.056884017,1,1
7,PauliX,rotation_encoding,RX,TRUE,58,0.055595289,1,1
7,PauliX,rotation_encoding,RX,TRUE,59,0.056855705,1,1
7,PauliX,rotation_encoding,RX,TRUE,60,0.058479376,1,1
7,PauliX,rotation_encoding,RX,TRUE,61,0.05962153,1,1
7,PauliX,rotation_encoding,RX,TRUE,62,0.059666115,1,1
7,PauliX,rotation_encoding,RX,TRUE,63,0.056476199,1,1
7,PauliX,rotation_encoding,RX,TRUE,64,0.052662885,1,1
7,PauliX,rotation_encoding,RX,TRUE,65,0.048079336,1,1
7,PauliX,rotation_encoding,RX,TRUE,66,0.046003031,1,1
7,PauliX,rotation_encoding,RX,TRUE,67,0.046562959,1,1
7,PauliX,rotation_encoding,RX,TRUE,68,0.047787624,1,1
7,PauliX,rotation_encoding,RX,TRUE,69,0.048636568,1,1
7,PauliX,rotation_encoding,RX,TRUE,70,0.050688474,1,1
7,PauliX,rotation_encoding,RX,TRUE,71,0.053020116,1,1
7,PauliX,rotation_encoding,RX,TRUE,72,0.051576133,1,1
7,PauliX,rotation_encoding,RX,TRUE,73,0.047466195,1,1
7,PauliX,rotation_encoding,RX,TRUE,74,0.0453618,1,1
7,PauliX,rotation_encoding,RX,TRUE,75,0.043629115,1,1
7,PauliX,rotation_encoding,RX,TRUE,76,0.043624932,1,1
7,PauliX,rotation_encoding,RX,TRUE,77,0.044833702,1,1
7,PauliX,rotation_encoding,RX,TRUE,78,0.046254883,1,1
7,PauliX,rotation_encoding,RX,TRUE,79,0.050292842,1,1
7,PauliX,rotation_encoding,RX,TRUE,80,0.053215009,1,1
7,PauliX,rotation_encoding,RX,TRUE,81,0.058357911,1,1
7,PauliX,rotation_encoding,RX,TRUE,82,0.055145264,1,1
7,PauliX,rotation_encoding,RX,TRUE,83,0.048799342,1,1
7,PauliX,rotation_encoding,RX,TRUE,84,0.045384392,1,1
7,PauliX,rotation_encoding,RX,TRUE,85,0.043859936,1,1
7,PauliX,rotation_encoding,RX,TRUE,86,0.04533314,1,1
7,PauliX,rotation_encoding,RX,TRUE,87,0.046484411,1,1
7,PauliX,rotation_encoding,RX,TRUE,88,0.046542174,1,1
7,PauliX,rotation_encoding,RX,TRUE,89,0.045351591,1,1
7,PauliX,rotation_encoding,RX,TRUE,90,0.04406591,1,1
7,PauliX,rotation_encoding,RX,TRUE,91,0.042084884,1,1
7,PauliX,rotation_encoding,RX,TRUE,92,0.041453683,1,1
7,PauliX,rotation_encoding,RX,TRUE,93,0.041712088,1,1
7,PauliX,rotation_encoding,RX,TRUE,94,0.041983783,1,1
7,PauliX,rotation_encoding,RX,TRUE,95,0.042226753,1,1
7,PauliX,rotation_encoding,RX,TRUE,96,0.042679297,1,1
7,PauliX,rotation_encoding,RX,TRUE,97,0.042201026,1,1
7,PauliX,rotation_encoding,RX,TRUE,98,0.04202662,1,1
7,PauliX,rotation_encoding,RX,TRUE,99,0.041673172,1,1
7,PauliX,rotation_encoding,RX,TRUE,100,0.041080373,1,1
8,PauliY,rotation_encoding,RX,TRUE,1,0.670940295,0.933333333,0.96
8,PauliY,rotation_encoding,RX,TRUE,2,0.607290682,0.946666667,1
8,PauliY,rotation_encoding,RX,TRUE,3,0.537718512,0.96,1
8,PauliY,rotation_encoding,RX,TRUE,4,0.477016016,0.973333333,1
8,PauliY,rotation_encoding,RX,TRUE,5,0.41845504,1,1
8,PauliY,rotation_encoding,RX,TRUE,6,0.374106373,1,1
8,PauliY,rotation_encoding,RX,TRUE,7,0.345359462,1,1
8,PauliY,rotation_encoding,RX,TRUE,8,0.332528803,1,1
8,PauliY,rotation_encoding,RX,TRUE,9,0.331994906,1,1
8,PauliY,rotation_encoding,RX,TRUE,10,0.337985271,1,1
8,PauliY,rotation_encoding,RX,TRUE,11,0.345559951,1,1
8,PauliY,rotation_encoding,RX,TRUE,12,0.352977201,1,0.96
8,PauliY,rotation_encoding,RX,TRUE,13,0.360597066,1,0.92
8,PauliY,rotation_encoding,RX,TRUE,14,0.370640795,0.986666667,0.92
8,PauliY,rotation_encoding,RX,TRUE,15,0.377998739,0.986666667,0.88
8,PauliY,rotation_encoding,RX,TRUE,16,0.396185995,0.973333333,0.84
8,PauliY,rotation_encoding,RX,TRUE,17,0.379806281,0.986666667,0.84
8,PauliY,rotation_encoding,RX,TRUE,18,0.34519257,0.986666667,0.88
8,PauliY,rotation_encoding,RX,TRUE,19,0.309024804,1,0.96
8,PauliY,rotation_encoding,RX,TRUE,20,0.268833526,1,1
8,PauliY,rotation_encoding,RX,TRUE,21,0.241693328,1,1
8,PauliY,rotation_encoding,RX,TRUE,22,0.219954558,1,1
8,PauliY,rotation_encoding,RX,TRUE,23,0.20951816,1,1
8,PauliY,rotation_encoding,RX,TRUE,24,0.186885564,1,1
8,PauliY,rotation_encoding,RX,TRUE,25,0.151992186,1,1
8,PauliY,rotation_encoding,RX,TRUE,26,0.134007898,1,1
8,PauliY,rotation_encoding,RX,TRUE,27,0.127245202,1,1
8,PauliY,rotation_encoding,RX,TRUE,28,0.12398432,1,1
8,PauliY,rotation_encoding,RX,TRUE,29,0.119879485,1,1
8,PauliY,rotation_encoding,RX,TRUE,30,0.111301151,1,1
8,PauliY,rotation_encoding,RX,TRUE,31,0.092468041,1,1
8,PauliY,rotation_encoding,RX,TRUE,32,0.093681696,1,1
8,PauliY,rotation_encoding,RX,TRUE,33,0.102763663,1,1
8,PauliY,rotation_encoding,RX,TRUE,34,0.111037891,1,1
8,PauliY,rotation_encoding,RX,TRUE,35,0.097358194,1,1
8,PauliY,rotation_encoding,RX,TRUE,36,0.084606643,1,1
8,PauliY,rotation_encoding,RX,TRUE,37,0.076653929,1,1
8,PauliY,rotation_encoding,RX,TRUE,38,0.075592641,1,1
8,PauliY,rotation_encoding,RX,TRUE,39,0.06919129,1,1
8,PauliY,rotation_encoding,RX,TRUE,40,0.065037502,1,1
8,PauliY,rotation_encoding,RX,TRUE,41,0.060275048,1,1
8,PauliY,rotation_encoding,RX,TRUE,42,0.056697694,1,1
8,PauliY,rotation_encoding,RX,TRUE,43,0.057764893,1,1
8,PauliY,rotation_encoding,RX,TRUE,44,0.061121467,1,1
8,PauliY,rotation_encoding,RX,TRUE,45,0.058687075,1,1
8,PauliY,rotation_encoding,RX,TRUE,46,0.053668595,1,1
8,PauliY,rotation_encoding,RX,TRUE,47,0.049834619,1,1
8,PauliY,rotation_encoding,RX,TRUE,48,0.04486584,1,1
8,PauliY,rotation_encoding,RX,TRUE,49,0.044294741,1,1
8,PauliY,rotation_encoding,RX,TRUE,50,0.045877403,1,1
8,PauliY,rotation_encoding,RX,TRUE,51,0.046028876,1,1
8,PauliY,rotation_encoding,RX,TRUE,52,0.043667633,1,1
8,PauliY,rotation_encoding,RX,TRUE,53,0.040597801,1,1
8,PauliY,rotation_encoding,RX,TRUE,54,0.04027229,1,1
8,PauliY,rotation_encoding,RX,TRUE,55,0.041405768,1,1
8,PauliY,rotation_encoding,RX,TRUE,56,0.045270017,1,1
8,PauliY,rotation_encoding,RX,TRUE,57,0.050078198,1,1
8,PauliY,rotation_encoding,RX,TRUE,58,0.050687095,1,1
8,PauliY,rotation_encoding,RX,TRUE,59,0.042232904,1,1
